2024-06-12T13:33:28.529Z,get_Book_Id,110.2411
2024-06-12T13:33:34.965Z,get_Book_Id,5.2038
2024-06-12T13:33:38.856Z,get_Book_Id,3.0945
2024-06-12T13:33:45.145Z,get_Book_Id,3.3829
2024-06-12T13:34:11.205Z,get_Book_Id,77.5472
2024-06-12T13:34:15.646Z,get_Book_Id,2.1684
2024-06-12T13:34:19.485Z,get_Book_Id,2.0626
2024-06-12T13:34:24.562Z,get_Book_Id,1.5631
2024-06-12T13:34:28.789Z,get_Book_Id,3.1613
2024-06-12T13:34:33.646Z,get_Book_Id,2.4103
2024-06-12T13:34:39.656Z,get_Book_Id,3.0352
2024-06-12T13:34:50.719Z,get_Book_Id,81.0351
2024-06-12T13:34:53.847Z,get_Book_Id,3.1082
2024-06-12T13:34:56.654Z,get_Book_Id,2.6615
2024-06-12T13:34:59.249Z,get_Book_Id,2.5164
2024-06-12T13:35:02.663Z,get_Book_Id,1.8799
2024-06-12T13:35:05.180Z,get_Book_Id,2.3841
2024-06-12T13:35:10.330Z,get_Book_Id,2.2241
2024-06-12T13:35:14.148Z,get_Book_Id,1.6444
2024-06-12T13:35:17.185Z,get_Book_Id,1.7665
