2024-06-12T14:09:57.440Z,delete_Book,99.3968
2024-06-12T14:10:31.712Z,delete_Book,162.9309
2024-06-12T14:10:48.731Z,delete_Book,100.2172
2024-06-12T14:10:54.639Z,delete_Book,15.2758
2024-06-12T14:10:58.968Z,delete_Book,5.3019
2024-06-12T14:11:03.560Z,delete_Book,5.4568
2024-06-12T14:11:08.838Z,delete_Book,3.6253
2024-06-12T14:11:25.033Z,delete_Book,188.4434
2024-06-12T14:11:30.439Z,delete_Book,16.5263
2024-06-12T14:11:37.254Z,delete_Book,11.6597
2024-06-12T14:11:42.099Z,delete_Book,13.6935
2024-06-12T14:11:57.305Z,delete_Book,88.5801
2024-06-12T14:12:01.531Z,delete_Book,4.9671
2024-06-12T14:12:07.321Z,delete_Book,4.2342
2024-06-12T14:12:11.634Z,delete_Book,4.7367
2024-06-12T14:12:14.545Z,delete_Book,3.2427
2024-06-12T14:12:20.018Z,delete_Book,14.4775
2024-06-12T14:12:24.166Z,delete_Book,3.5469
2024-06-12T14:12:29.140Z,delete_Book,3.4829
2024-06-12T14:12:35.107Z,delete_Book,13.203
