2024-06-12T13:28:33.263Z,get_All_Books,107.8043
2024-06-12T13:30:10.745Z,get_All_Books,88.3193
2024-06-12T13:30:14.154Z,get_All_Books,3.7043
2024-06-12T13:30:26.598Z,get_All_Books,101.8611
2024-06-12T13:30:30.656Z,get_All_Books,2.6581
2024-06-12T13:30:33.783Z,get_All_Books,2.4853
2024-06-12T13:30:38.661Z,get_All_Books,2.6315
2024-06-12T13:30:42.642Z,get_All_Books,2.7418
2024-06-12T13:30:49.781Z,get_All_Books,2.1186
2024-06-12T13:31:01.729Z,get_All_Books,164.8781
2024-06-12T13:31:06.634Z,get_All_Books,2.8559
2024-06-12T13:31:10.372Z,get_All_Books,1.8715
2024-06-12T13:31:22.378Z,get_All_Books,84.6229
2024-06-12T13:31:31.394Z,get_All_Books,2.5214
2024-06-12T13:31:33.924Z,get_All_Books,3.2605
2024-06-12T13:31:38.518Z,get_All_Books,2.2237
2024-06-12T13:31:43.134Z,get_All_Books,1.9764
2024-06-12T13:31:45.445Z,get_All_Books,2.3253
2024-06-12T13:31:49.136Z,get_All_Books,2.3324
2024-06-12T13:31:52.971Z,get_All_Books,2.6102
