2024-06-12T13:50:32.648Z,update_Book,211.0025
2024-06-12T13:50:55.794Z,update_Book,115.1639
2024-06-12T13:51:22.258Z,update_Book,157.0935
2024-06-12T13:51:42.278Z,update_Book,126.5547
2024-06-12T13:53:46.654Z,update_Book,125.3148
2024-06-12T13:54:59.028Z,update_Book,147.8555
2024-06-12T13:55:27.027Z,update_Book,126.4963
2024-06-12T13:55:54.527Z,update_Book,230.5393
2024-06-12T13:56:11.342Z,update_Book,109.7898
2024-06-12T13:56:29.711Z,update_Book,80.4901
2024-06-12T13:56:52.148Z,update_Book,280.4925
2024-06-12T13:57:09.240Z,update_Book,84.2381
2024-06-12T13:57:28.805Z,update_Book,86.967
2024-06-12T13:57:41.739Z,update_Book,84.3353
2024-06-12T13:58:00.435Z,update_Book,95.9464
2024-06-12T13:58:18.608Z,update_Book,81.163
2024-06-12T13:58:36.755Z,update_Book,81.6952
2024-06-12T13:58:59.810Z,update_Book,98.9122
2024-06-12T13:59:14.798Z,update_Book,130.7494
2024-06-12T13:59:40.224Z,update_Book,122.832
